ID,Serial_Number,Timestamp,PGN (Hex),PGN Definition,SPN Definition,SPN Value
"946","4297","2023-03-08 16:35:50.884585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","652.75"
"946","4298","2023-03-08 16:35:50.884585","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"946","4299","2023-03-08 16:35:50.884585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"946","4300","2023-03-08 16:35:50.884585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"947","4301","2023-03-08 16:35:50.906585","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"948","4302","2023-03-08 16:35:50.906585","0xFEF2","Fuel Economy (Liquid) - LFE","Fuel Rate","178.00"
"948","4303","2023-03-08 16:35:50.906585","0xFEF2","Fuel Economy (Liquid) - LFE","Instantaneous Fuel Economy1","65535.00"
"948","4304","2023-03-08 16:35:50.906585","0xFEF2","Fuel Economy (Liquid) - LFE","Average Fuel Economy","65535.00"
"948","4305","2023-03-08 16:35:50.906585","0xFEF2","Fuel Economy (Liquid) - LFE","Throttle Position","65535.00"
"949","4306","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"949","4307","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"949","4308","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","Anti-Lock Braking (ABS)","3.00"
"949","4309","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","EBS Brake Switch","3.00"
"949","4310","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","Brake Pedal Position","1.00"
"949","4311","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ABS Off-road Switch","3.00"
"949","4312","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"949","4313","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"949","4314","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"949","4315","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"949","4316","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"949","4317","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"949","4318","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"949","4319","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"949","4320","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"949","4321","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"949","4322","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"949","4323","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"949","4324","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"949","4325","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"949","4326","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"950","4327","2023-03-08 16:35:50.906585","0xFE92","Engine Information - EI","Pre-filter Oil Pressurer","255.00"
"950","4328","2023-03-08 16:35:50.906585","0xFE92","Engine Information - EI","Exhaust Gas Pressure","65535.00"
"950","4329","2023-03-08 16:35:50.906585","0xFE92","Engine Information - EI","Fuel Rack Position","108.00"
"950","4330","2023-03-08 16:35:50.906585","0xFE92","Engine Information - EI","Mass Flow (Gaseous)","65535.00"
"950","4331","2023-03-08 16:35:50.906585","0xFE92","Engine Information - EI","Instantaneous Estimated Brake Power","65535.00"
"951","4332","2023-03-08 16:35:50.928585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"951","4333","2023-03-08 16:35:50.928585","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","168.00"
"951","4334","2023-03-08 16:35:50.928585","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","168.00"
"951","4335","2023-03-08 16:35:50.928585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","651.50"
"951","4336","2023-03-08 16:35:50.928585","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"951","4337","2023-03-08 16:35:50.928585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"951","4338","2023-03-08 16:35:50.928585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"952","4339","2023-03-08 16:35:50.950585","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"953","4340","2023-03-08 16:35:50.972585","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"954","4341","2023-03-08 16:35:50.972585","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"955","4342","2023-03-08 16:35:50.994585","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"956","4343","2023-03-08 16:35:50.994585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"956","4344","2023-03-08 16:35:50.994585","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","168.00"
"956","4345","2023-03-08 16:35:50.994585","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","168.00"
"956","4346","2023-03-08 16:35:50.994585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","651.00"
"956","4347","2023-03-08 16:35:50.994585","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"956","4348","2023-03-08 16:35:50.994585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"956","4349","2023-03-08 16:35:50.994585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"957","4350","2023-03-08 16:35:50.994585","0xFECA","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"958","4351","2023-03-08 16:35:50.994585","0xFEEE","Engine Temperature 1 - ET1","Engine Coolant Temperature","92.00"
"958","4352","2023-03-08 16:35:50.994585","0xFEEE","Engine Temperature 1 - ET1","Fuel Temperature","255.00"
"958","4353","2023-03-08 16:35:50.994585","0xFEEE","Engine Temperature 1 - ET1","Engine Oil Temperature","10132.00"
"959","4354","2023-03-08 16:35:50.994585","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Fuel Delivery Pressure","1020.00"
"959","4355","2023-03-08 16:35:50.994585","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Extended Crankcase Blow-by Pressure","12.75"
"959","4356","2023-03-08 16:35:50.994585","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Engine Oil Level","102.00"
"959","4357","2023-03-08 16:35:50.994585","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Engine Oil Pressure","292.00"
"959","4358","2023-03-08 16:35:50.994585","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Crankcase Pressure","1797.97"
"959","4359","2023-03-08 16:35:50.994585","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Coolant Pressure","510.00"
"959","4360","2023-03-08 16:35:50.994585","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Coolant Level","102.00"
"960","4361","2023-03-08 16:35:50.994585","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Boost Pressure","45.00"
"960","4362","2023-03-08 16:35:50.994585","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Intake Manifold 1 Temperature","255.00"
"960","4363","2023-03-08 16:35:50.994585","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Air Inlet Pressure","255.00"
"960","4364","2023-03-08 16:35:50.994585","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Air Filter 1 Differential Pressure","255.00"
"960","4365","2023-03-08 16:35:50.994585","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Exhaust Gas Temperature","65535.00"
"961","4366","2023-03-08 16:35:50.994585","0xFEDF","Electronic Engine Controller 3 - EEC3","Engine Torque Mode","255.00"
"961","4367","2023-03-08 16:35:50.994585","0xFEDF","Electronic Engine Controller 3 - EEC3","Driver's Demand Engine - Percent Torque","5200.00"
"962","4368","2023-03-08 16:35:50.994585","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"963","4369","2023-03-08 16:35:50.994585","0xFEF2","Fuel Economy (Liquid) - LFE","Fuel Rate","177.00"
"963","4370","2023-03-08 16:35:50.994585","0xFEF2","Fuel Economy (Liquid) - LFE","Instantaneous Fuel Economy1","65535.00"
"963","4371","2023-03-08 16:35:50.994585","0xFEF2","Fuel Economy (Liquid) - LFE","Average Fuel Economy","65535.00"
"963","4372","2023-03-08 16:35:50.994585","0xFEF2","Fuel Economy (Liquid) - LFE","Throttle Position","65535.00"
"964","4373","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"964","4374","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"964","4375","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","Anti-Lock Braking (ABS)","3.00"
"964","4376","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","EBS Brake Switch","3.00"
"964","4377","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","Brake Pedal Position","1.00"
"964","4378","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ABS Off-road Switch","3.00"
"964","4379","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"964","4380","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"964","4381","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"964","4382","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"964","4383","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"964","4384","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"964","4385","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"964","4386","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"964","4387","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"964","4388","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"964","4389","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"964","4390","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"964","4391","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"964","4392","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"964","4393","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"965","4394","2023-03-08 16:35:51.016585","0xFEF7","Vehicle Electrical Power - VEP","Net Battery Current","255.00"
"965","4395","2023-03-08 16:35:51.016585","0xFEF7","Vehicle Electrical Power - VEP","Alternator Current","255.00"
"965","4396","2023-03-08 16:35:51.016585","0xFEF7","Vehicle Electrical Power - VEP","Battery Potential / Voltage","560.00"
"966","4397","2023-03-08 16:35:51.016585","0xFE92","Engine Information - EI","Pre-filter Oil Pressurer","255.00"
"966","4398","2023-03-08 16:35:51.016585","0xFE92","Engine Information - EI","Exhaust Gas Pressure","65535.00"
"966","4399","2023-03-08 16:35:51.016585","0xFE92","Engine Information - EI","Fuel Rack Position","108.00"
"966","4400","2023-03-08 16:35:51.016585","0xFE92","Engine Information - EI","Mass Flow (Gaseous)","65535.00"
"966","4401","2023-03-08 16:35:51.016585","0xFE92","Engine Information - EI","Instantaneous Estimated Brake Power","65535.00"
"967","4402","2023-03-08 16:35:51.038585","0xFEE5","Engine Hours, Revolutions - HOURS","Total Engine Hours","481.00"
"967","4403","2023-03-08 16:35:51.038585","0xFEE5","Engine Hours, Revolutions - HOURS","Total Engine Revolutions","4294967295.00"
"968","4404","2023-03-08 16:35:51.038585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"968","4405","2023-03-08 16:35:51.038585","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","168.00"
"968","4406","2023-03-08 16:35:51.038585","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","168.00"
"968","4407","2023-03-08 16:35:51.038585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","650.50"
"968","4408","2023-03-08 16:35:51.038585","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"968","4409","2023-03-08 16:35:51.038585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"968","4410","2023-03-08 16:35:51.038585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"969","4411","2023-03-08 16:35:51.038585","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"970","4412","2023-03-08 16:35:51.060585","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"971","4413","2023-03-08 16:35:51.060585","0xECFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"972","4414","2023-03-08 16:35:51.082585","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"973","4415","2023-03-08 16:35:51.082585","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"974","4416","2023-03-08 16:35:51.082585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"974","4417","2023-03-08 16:35:51.082585","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","168.00"
"974","4418","2023-03-08 16:35:51.082585","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","168.00"
"974","4419","2023-03-08 16:35:51.082585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","650.62"
"974","4420","2023-03-08 16:35:51.082585","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"974","4421","2023-03-08 16:35:51.082585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"974","4422","2023-03-08 16:35:51.082585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"975","4423","2023-03-08 16:35:51.104585","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"976","4424","2023-03-08 16:35:51.104585","0xFEF2","Fuel Economy (Liquid) - LFE","Fuel Rate","177.00"
"976","4425","2023-03-08 16:35:51.104585","0xFEF2","Fuel Economy (Liquid) - LFE","Instantaneous Fuel Economy1","65535.00"
"976","4426","2023-03-08 16:35:51.104585","0xFEF2","Fuel Economy (Liquid) - LFE","Average Fuel Economy","65535.00"
"976","4427","2023-03-08 16:35:51.104585","0xFEF2","Fuel Economy (Liquid) - LFE","Throttle Position","65535.00"
"977","4428","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"977","4429","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"977","4430","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","Anti-Lock Braking (ABS)","3.00"
"977","4431","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","EBS Brake Switch","3.00"
"977","4432","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","Brake Pedal Position","1.00"
"977","4433","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ABS Off-road Switch","3.00"
"977","4434","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"977","4435","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"977","4436","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"977","4437","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"977","4438","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"977","4439","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"977","4440","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"977","4441","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"977","4442","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"977","4443","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"977","4444","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"977","4445","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"977","4446","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"977","4447","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"977","4448","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"978","4449","2023-03-08 16:35:51.104585","0xFE92","Engine Information - EI","Pre-filter Oil Pressurer","255.00"
"978","4450","2023-03-08 16:35:51.104585","0xFE92","Engine Information - EI","Exhaust Gas Pressure","65535.00"
"978","4451","2023-03-08 16:35:51.104585","0xFE92","Engine Information - EI","Fuel Rack Position","109.00"
"978","4452","2023-03-08 16:35:51.104585","0xFE92","Engine Information - EI","Mass Flow (Gaseous)","65535.00"
"978","4453","2023-03-08 16:35:51.104585","0xFE92","Engine Information - EI","Instantaneous Estimated Brake Power","65535.00"
"979","4454","2023-03-08 16:35:51.126585","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"980","4455","2023-03-08 16:35:51.148585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"980","4456","2023-03-08 16:35:51.148585","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","168.00"
"980","4457","2023-03-08 16:35:51.148585","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","168.00"
"980","4458","2023-03-08 16:35:51.148585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","650.75"
"980","4459","2023-03-08 16:35:51.148585","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"980","4460","2023-03-08 16:35:51.148585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"980","4461","2023-03-08 16:35:51.148585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"981","4462","2023-03-08 16:35:51.148585","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"982","4463","2023-03-08 16:35:51.170585","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"983","4464","2023-03-08 16:35:51.170585","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"984","4465","2023-03-08 16:35:51.170585","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"985","4466","2023-03-08 16:35:51.192585","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"986","4467","2023-03-08 16:35:51.192585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"986","4468","2023-03-08 16:35:51.192585","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","168.00"
"986","4469","2023-03-08 16:35:51.192585","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","168.00"
"986","4470","2023-03-08 16:35:51.192585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","650.38"
"986","4471","2023-03-08 16:35:51.192585","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"986","4472","2023-03-08 16:35:51.192585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"986","4473","2023-03-08 16:35:51.192585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"987","4474","2023-03-08 16:35:51.192585","0xE8FF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"988","4475","2023-03-08 16:35:51.192585","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"989","4476","2023-03-08 16:35:51.192585","0xFEF2","Fuel Economy (Liquid) - LFE","Fuel Rate","177.00"
"989","4477","2023-03-08 16:35:51.192585","0xFEF2","Fuel Economy (Liquid) - LFE","Instantaneous Fuel Economy1","65535.00"
"989","4478","2023-03-08 16:35:51.192585","0xFEF2","Fuel Economy (Liquid) - LFE","Average Fuel Economy","65535.00"
"989","4479","2023-03-08 16:35:51.192585","0xFEF2","Fuel Economy (Liquid) - LFE","Throttle Position","65535.00"
"990","4480","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"990","4481","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"990","4482","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","Anti-Lock Braking (ABS)","3.00"
"990","4483","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","EBS Brake Switch","3.00"
"990","4484","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","Brake Pedal Position","1.00"
"990","4485","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ABS Off-road Switch","3.00"
"990","4486","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"990","4487","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"990","4488","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"990","4489","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"990","4490","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"990","4491","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"990","4492","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"990","4493","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"990","4494","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"990","4495","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"990","4496","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"990","4497","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"990","4498","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"990","4499","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"990","4500","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"991","4501","2023-03-08 16:35:51.214585","0xFE92","Engine Information - EI","Pre-filter Oil Pressurer","255.00"
"991","4502","2023-03-08 16:35:51.214585","0xFE92","Engine Information - EI","Exhaust Gas Pressure","65535.00"
"991","4503","2023-03-08 16:35:51.214585","0xFE92","Engine Information - EI","Fuel Rack Position","109.00"
"991","4504","2023-03-08 16:35:51.214585","0xFE92","Engine Information - EI","Mass Flow (Gaseous)","65535.00"
"991","4505","2023-03-08 16:35:51.214585","0xFE92","Engine Information - EI","Instantaneous Estimated Brake Power","65535.00"
"992","4506","2023-03-08 16:35:51.214585","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"993","4507","2023-03-08 16:35:51.236585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"993","4508","2023-03-08 16:35:51.236585","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"993","4509","2023-03-08 16:35:51.236585","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"993","4510","2023-03-08 16:35:51.236585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","649.62"
"993","4511","2023-03-08 16:35:51.236585","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"993","4512","2023-03-08 16:35:51.236585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"993","4513","2023-03-08 16:35:51.236585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"994","4514","2023-03-08 16:35:51.236585","0xFEDF","Electronic Engine Controller 3 - EEC3","Engine Torque Mode","255.00"
"994","4515","2023-03-08 16:35:51.236585","0xFEDF","Electronic Engine Controller 3 - EEC3","Driver's Demand Engine - Percent Torque","5200.00"
"995","4516","2023-03-08 16:35:51.258585","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"996","4517","2023-03-08 16:35:51.258585","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"997","4518","2023-03-08 16:35:51.280585","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"998","4519","2023-03-08 16:35:51.280585","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"999","4520","2023-03-08 16:35:51.280585","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1000","4521","2023-03-08 16:35:51.280585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"1000","4522","2023-03-08 16:35:51.280585","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
