ID,Serial_Number,Timestamp,PGN (Hex),PGN Definition,SPN Definition,SPN Value
"0","1","2023-03-08 16:35:42.919593","0xFE92","Engine Information - EI","Pre-filter Oil Pressurer","255.00"
"0","2","2023-03-08 16:35:42.919593","0xFE92","Engine Information - EI","Exhaust Gas Pressure","65535.00"
"0","3","2023-03-08 16:35:42.919593","0xFE92","Engine Information - EI","Fuel Rack Position","109.00"
"0","4","2023-03-08 16:35:42.919593","0xFE92","Engine Information - EI","Mass Flow (Gaseous)","65535.00"
"0","5","2023-03-08 16:35:42.919593","0xFE92","Engine Information - EI","Instantaneous Estimated Brake Power","65535.00"
"1","6","2023-03-08 16:35:42.941593","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"2","7","2023-03-08 16:35:42.941593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"2","8","2023-03-08 16:35:42.941593","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"2","9","2023-03-08 16:35:42.941593","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"2","10","2023-03-08 16:35:42.941593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","649.62"
"2","11","2023-03-08 16:35:42.941593","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"2","12","2023-03-08 16:35:42.941593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"2","13","2023-03-08 16:35:42.941593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"3","14","2023-03-08 16:35:42.963593","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"4","15","2023-03-08 16:35:42.963593","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"5","16","2023-03-08 16:35:42.963593","0xFEE5","Engine Hours, Revolutions - HOURS","Total Engine Hours","481.00"
"5","17","2023-03-08 16:35:42.963593","0xFEE5","Engine Hours, Revolutions - HOURS","Total Engine Revolutions","4294967295.00"
"6","18","2023-03-08 16:35:42.985593","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"7","19","2023-03-08 16:35:42.985593","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"8","20","2023-03-08 16:35:42.985593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"8","21","2023-03-08 16:35:42.985593","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"8","22","2023-03-08 16:35:42.985593","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"8","23","2023-03-08 16:35:42.985593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","648.88"
"8","24","2023-03-08 16:35:42.985593","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"8","25","2023-03-08 16:35:42.985593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"8","26","2023-03-08 16:35:42.985593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"9","27","2023-03-08 16:35:42.985593","0xFECA","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"10","28","2023-03-08 16:35:42.985593","0xFEEE","Engine Temperature 1 - ET1","Engine Coolant Temperature","92.00"
"10","29","2023-03-08 16:35:42.985593","0xFEEE","Engine Temperature 1 - ET1","Fuel Temperature","255.00"
"10","30","2023-03-08 16:35:42.985593","0xFEEE","Engine Temperature 1 - ET1","Engine Oil Temperature","10130.00"
"11","31","2023-03-08 16:35:42.985593","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Fuel Delivery Pressure","1020.00"
"11","32","2023-03-08 16:35:42.985593","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Extended Crankcase Blow-by Pressure","12.75"
"11","33","2023-03-08 16:35:42.985593","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Engine Oil Level","102.00"
"11","34","2023-03-08 16:35:42.985593","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Engine Oil Pressure","288.00"
"11","35","2023-03-08 16:35:42.985593","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Crankcase Pressure","1797.97"
"11","36","2023-03-08 16:35:42.985593","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Coolant Pressure","510.00"
"11","37","2023-03-08 16:35:42.985593","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Coolant Level","102.00"
"12","38","2023-03-08 16:35:42.985593","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Boost Pressure","45.00"
"12","39","2023-03-08 16:35:42.985593","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Intake Manifold 1 Temperature","255.00"
"12","40","2023-03-08 16:35:42.985593","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Air Inlet Pressure","255.00"
"12","41","2023-03-08 16:35:42.985593","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Air Filter 1 Differential Pressure","255.00"
"12","42","2023-03-08 16:35:42.985593","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Exhaust Gas Temperature","65535.00"
"13","43","2023-03-08 16:35:42.985593","0xFEDF","Electronic Engine Controller 3 - EEC3","Engine Torque Mode","255.00"
"13","44","2023-03-08 16:35:42.985593","0xFEDF","Electronic Engine Controller 3 - EEC3","Driver's Demand Engine - Percent Torque","5200.00"
"14","45","2023-03-08 16:35:43.007593","0xFEF2","Fuel Economy (Liquid) - LFE","Fuel Rate","177.00"
"14","46","2023-03-08 16:35:43.007593","0xFEF2","Fuel Economy (Liquid) - LFE","Instantaneous Fuel Economy1","65535.00"
"14","47","2023-03-08 16:35:43.007593","0xFEF2","Fuel Economy (Liquid) - LFE","Average Fuel Economy","65535.00"
"14","48","2023-03-08 16:35:43.007593","0xFEF2","Fuel Economy (Liquid) - LFE","Throttle Position","65535.00"
"15","49","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"15","50","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"15","51","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","Anti-Lock Braking (ABS)","3.00"
"15","52","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","EBS Brake Switch","3.00"
"15","53","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","Brake Pedal Position","1.00"
"15","54","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","ABS Off-road Switch","3.00"
"15","55","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"15","56","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"15","57","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"15","58","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"15","59","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"15","60","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"15","61","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"15","62","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"15","63","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"15","64","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"15","65","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"15","66","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"15","67","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"15","68","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"15","69","2023-03-08 16:35:43.007593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"16","70","2023-03-08 16:35:43.007593","0xFEF7","Vehicle Electrical Power - VEP","Net Battery Current","255.00"
"16","71","2023-03-08 16:35:43.007593","0xFEF7","Vehicle Electrical Power - VEP","Alternator Current","255.00"
"16","72","2023-03-08 16:35:43.007593","0xFEF7","Vehicle Electrical Power - VEP","Battery Potential / Voltage","560.00"
"17","73","2023-03-08 16:35:43.007593","0xFE92","Engine Information - EI","Pre-filter Oil Pressurer","255.00"
"17","74","2023-03-08 16:35:43.007593","0xFE92","Engine Information - EI","Exhaust Gas Pressure","65535.00"
"17","75","2023-03-08 16:35:43.007593","0xFE92","Engine Information - EI","Fuel Rack Position","109.00"
"17","76","2023-03-08 16:35:43.007593","0xFE92","Engine Information - EI","Mass Flow (Gaseous)","65535.00"
"17","77","2023-03-08 16:35:43.007593","0xFE92","Engine Information - EI","Instantaneous Estimated Brake Power","65535.00"
"18","78","2023-03-08 16:35:43.029593","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"19","79","2023-03-08 16:35:43.029593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"19","80","2023-03-08 16:35:43.029593","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"19","81","2023-03-08 16:35:43.029593","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"19","82","2023-03-08 16:35:43.029593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","648.50"
"19","83","2023-03-08 16:35:43.029593","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"19","84","2023-03-08 16:35:43.029593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"19","85","2023-03-08 16:35:43.029593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"20","86","2023-03-08 16:35:43.051593","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"21","87","2023-03-08 16:35:43.073593","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"22","88","2023-03-08 16:35:43.073593","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"23","89","2023-03-08 16:35:43.095593","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"24","90","2023-03-08 16:35:43.095593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"24","91","2023-03-08 16:35:43.095593","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"24","92","2023-03-08 16:35:43.095593","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"24","93","2023-03-08 16:35:43.095593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","648.12"
"24","94","2023-03-08 16:35:43.095593","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"24","95","2023-03-08 16:35:43.095593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"24","96","2023-03-08 16:35:43.095593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"25","97","2023-03-08 16:35:43.095593","0xFEF2","Fuel Economy (Liquid) - LFE","Fuel Rate","177.00"
"25","98","2023-03-08 16:35:43.095593","0xFEF2","Fuel Economy (Liquid) - LFE","Instantaneous Fuel Economy1","65535.00"
"25","99","2023-03-08 16:35:43.095593","0xFEF2","Fuel Economy (Liquid) - LFE","Average Fuel Economy","65535.00"
"25","100","2023-03-08 16:35:43.095593","0xFEF2","Fuel Economy (Liquid) - LFE","Throttle Position","65535.00"
"26","101","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"26","102","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"26","103","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","Anti-Lock Braking (ABS)","3.00"
"26","104","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","EBS Brake Switch","3.00"
"26","105","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","Brake Pedal Position","1.00"
"26","106","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","ABS Off-road Switch","3.00"
"26","107","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"26","108","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"26","109","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"26","110","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"26","111","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"26","112","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"26","113","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"26","114","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"26","115","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"26","116","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"26","117","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"26","118","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"26","119","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"26","120","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"26","121","2023-03-08 16:35:43.095593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"27","122","2023-03-08 16:35:43.117593","0xFE92","Engine Information - EI","Pre-filter Oil Pressurer","255.00"
"27","123","2023-03-08 16:35:43.117593","0xFE92","Engine Information - EI","Exhaust Gas Pressure","65535.00"
"27","124","2023-03-08 16:35:43.117593","0xFE92","Engine Information - EI","Fuel Rack Position","109.00"
"27","125","2023-03-08 16:35:43.117593","0xFE92","Engine Information - EI","Mass Flow (Gaseous)","65535.00"
"27","126","2023-03-08 16:35:43.117593","0xFE92","Engine Information - EI","Instantaneous Estimated Brake Power","65535.00"
"28","127","2023-03-08 16:35:43.117593","0xE8FF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"29","128","2023-03-08 16:35:43.139593","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"30","129","2023-03-08 16:35:43.139593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"30","130","2023-03-08 16:35:43.139593","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"30","131","2023-03-08 16:35:43.139593","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"30","132","2023-03-08 16:35:43.139593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","648.38"
"30","133","2023-03-08 16:35:43.139593","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"30","134","2023-03-08 16:35:43.139593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"30","135","2023-03-08 16:35:43.139593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"31","136","2023-03-08 16:35:43.161593","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"32","137","2023-03-08 16:35:43.161593","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"33","138","2023-03-08 16:35:43.183593","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"34","139","2023-03-08 16:35:43.183593","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"35","140","2023-03-08 16:35:43.183593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"35","141","2023-03-08 16:35:43.183593","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"35","142","2023-03-08 16:35:43.183593","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"35","143","2023-03-08 16:35:43.183593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","648.75"
"35","144","2023-03-08 16:35:43.183593","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"35","145","2023-03-08 16:35:43.183593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"35","146","2023-03-08 16:35:43.183593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"36","147","2023-03-08 16:35:43.205593","0xFEF2","Fuel Economy (Liquid) - LFE","Fuel Rate","177.00"
"36","148","2023-03-08 16:35:43.205593","0xFEF2","Fuel Economy (Liquid) - LFE","Instantaneous Fuel Economy1","65535.00"
"36","149","2023-03-08 16:35:43.205593","0xFEF2","Fuel Economy (Liquid) - LFE","Average Fuel Economy","65535.00"
"36","150","2023-03-08 16:35:43.205593","0xFEF2","Fuel Economy (Liquid) - LFE","Throttle Position","65535.00"
"37","151","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"37","152","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"37","153","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","Anti-Lock Braking (ABS)","3.00"
"37","154","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","EBS Brake Switch","3.00"
"37","155","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","Brake Pedal Position","1.00"
"37","156","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","ABS Off-road Switch","3.00"
"37","157","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"37","158","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"37","159","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"37","160","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"37","161","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"37","162","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"37","163","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"37","164","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"37","165","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"37","166","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"37","167","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"37","168","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"37","169","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"37","170","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"37","171","2023-03-08 16:35:43.205593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"38","172","2023-03-08 16:35:43.205593","0xFE92","Engine Information - EI","Pre-filter Oil Pressurer","255.00"
"38","173","2023-03-08 16:35:43.205593","0xFE92","Engine Information - EI","Exhaust Gas Pressure","65535.00"
"38","174","2023-03-08 16:35:43.205593","0xFE92","Engine Information - EI","Fuel Rack Position","109.00"
"38","175","2023-03-08 16:35:43.205593","0xFE92","Engine Information - EI","Mass Flow (Gaseous)","65535.00"
"38","176","2023-03-08 16:35:43.205593","0xFE92","Engine Information - EI","Instantaneous Estimated Brake Power","65535.00"
"39","177","2023-03-08 16:35:43.227593","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"40","178","2023-03-08 16:35:43.227593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"40","179","2023-03-08 16:35:43.227593","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"40","180","2023-03-08 16:35:43.227593","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"40","181","2023-03-08 16:35:43.227593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","648.88"
"40","182","2023-03-08 16:35:43.227593","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"40","183","2023-03-08 16:35:43.227593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"40","184","2023-03-08 16:35:43.227593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"41","185","2023-03-08 16:35:43.249593","0xFEDF","Electronic Engine Controller 3 - EEC3","Engine Torque Mode","255.00"
"41","186","2023-03-08 16:35:43.249593","0xFEDF","Electronic Engine Controller 3 - EEC3","Driver's Demand Engine - Percent Torque","5200.00"
"42","187","2023-03-08 16:35:43.249593","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"43","188","2023-03-08 16:35:43.271593","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"44","189","2023-03-08 16:35:43.271593","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"45","190","2023-03-08 16:35:43.293593","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"46","191","2023-03-08 16:35:43.293593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"46","192","2023-03-08 16:35:43.293593","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"46","193","2023-03-08 16:35:43.293593","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"46","194","2023-03-08 16:35:43.293593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","648.75"
"46","195","2023-03-08 16:35:43.293593","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"46","196","2023-03-08 16:35:43.293593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"46","197","2023-03-08 16:35:43.293593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"47","198","2023-03-08 16:35:43.293593","0xFEF2","Fuel Economy (Liquid) - LFE","Fuel Rate","177.00"
"47","199","2023-03-08 16:35:43.293593","0xFEF2","Fuel Economy (Liquid) - LFE","Instantaneous Fuel Economy1","65535.00"
"47","200","2023-03-08 16:35:43.293593","0xFEF2","Fuel Economy (Liquid) - LFE","Average Fuel Economy","65535.00"
"47","201","2023-03-08 16:35:43.293593","0xFEF2","Fuel Economy (Liquid) - LFE","Throttle Position","65535.00"
"48","202","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"48","203","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"48","204","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","Anti-Lock Braking (ABS)","3.00"
"48","205","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","EBS Brake Switch","3.00"
"48","206","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","Brake Pedal Position","1.00"
"48","207","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","ABS Off-road Switch","3.00"
"48","208","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"48","209","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"48","210","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"48","211","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"48","212","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"48","213","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"48","214","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"48","215","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"48","216","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"48","217","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"48","218","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"48","219","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"48","220","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"48","221","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"48","222","2023-03-08 16:35:43.293593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"49","223","2023-03-08 16:35:43.315593","0xFE92","Engine Information - EI","Pre-filter Oil Pressurer","255.00"
"49","224","2023-03-08 16:35:43.315593","0xFE92","Engine Information - EI","Exhaust Gas Pressure","65535.00"
"49","225","2023-03-08 16:35:43.315593","0xFE92","Engine Information - EI","Fuel Rack Position","109.00"
"49","226","2023-03-08 16:35:43.315593","0xFE92","Engine Information - EI","Mass Flow (Gaseous)","65535.00"
"49","227","2023-03-08 16:35:43.315593","0xFE92","Engine Information - EI","Instantaneous Estimated Brake Power","65535.00"
"50","228","2023-03-08 16:35:43.337593","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"51","229","2023-03-08 16:35:43.337593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"51","230","2023-03-08 16:35:43.337593","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
